pref_name,secondary_medical_code,secondary_medical_name,city_code,city_name
北海道,0107,中空知,01436,雨竜町
北海道,0108,北空知,01228,深川市
北海道,0108,北空知,01433,妹背牛町
北海道,0108,北空知,01434,秩父別町
北海道,0108,北空知,01437,北竜町
北海道,0108,北空知,01438,沼田町
北海道,0109,西胆振,01205,室蘭市
北海道,0109,西胆振,01230,登別市
北海道,0109,西胆振,01233,伊達市
北海道,0109,西胆振,01571,豊浦町
北海道,0109,西胆振,01575,壮瞥町
北海道,0109,西胆振,01584,洞爺湖町
北海道,0110,東胆振,01213,苫小牧市
北海道,0110,東胆振,01578,白老町
北海道,0110,東胆振,01581,厚真町
北海道,0110,東胆振,01585,安平町
北海道,0110,東胆振,01586,むかわ町
北海道,0111,日高,01601,日高町
北海道,0111,日高,01602,平取町
北海道,0111,日高,01604,新冠町
北海道,0111,日高,01607,浦河町
北海道,0111,日高,01608,様似町
北海道,0111,日高,01609,えりも町
北海道,0111,日高,01610,新ひだか町
北海道,0112,上川中部,01204,旭川市
北海道,0112,上川中部,01452,鷹栖町
北海道,0112,上川中部,01453,東神楽町
北海道,0112,上川中部,01454,当麻町
北海道,0112,上川中部,01455,比布町
北海道,0112,上川中部,01456,愛別町
北海道,0112,上川中部,01457,上川町
北海道,0112,上川中部,01458,東川町
北海道,0112,上川中部,01459,美瑛町
北海道,0112,上川中部,01472,幌加内町
北海道,0113,上川北部,01220,士別市
北海道,0113,上川北部,01221,名寄市
北海道,0113,上川北部,01464,和寒町
北海道,0113,上川北部,01465,剣淵町
北海道,0113,上川北部,01468,下川町
北海道,0113,上川北部,01469,美深町
北海道,0113,上川北部,01470,音威子府村
北海道,0113,上川北部,01471,中川町
北海道,0114,富良野,01229,富良野市
北海道,0114,富良野,01460,上富良野町
北海道,0114,富良野,01461,中富良野町
北海道,0114,富良野,01462,南富良野町
北海道,0114,富良野,01463,占冠村
北海道,0115,留萌,01212,留萌市
北海道,0115,留萌,01481,増毛町
北海道,0115,留萌,01482,小平町
北海道,0115,留萌,01483,苫前町
北海道,0115,留萌,01484,羽幌町
北海道,0115,留萌,01485,初山別村
北海道,0115,留萌,01486,遠別町
北海道,0115,留萌,01487,天塩町
北海道,0116,宗谷,01214,稚内市
北海道,0116,宗谷,01511,猿払村
北海道,0116,宗谷,01512,浜頓別町
北海道,0116,宗谷,01513,中頓別町
北海道,0116,宗谷,01514,枝幸町
北海道,0116,宗谷,01516,豊富町
北海道,0116,宗谷,01517,礼文町
北海道,0116,宗谷,01518,利尻町
北海道,0116,宗谷,01519,利尻富士町
北海道,0116,宗谷,01520,幌延町
北海道,0117,北網,01208,北見市
北海道,0117,北網,01211,網走市
北海道,0117,北網,01543,美幌町
北海道,0117,北網,01544,津別町
北海道,0117,北網,01545,斜里町
北海道,0117,北網,01546,清里町
北海道,0117,北網,01547,小清水町
北海道,0117,北網,01549,訓子府町
北海道,0117,北網,01550,置戸町
北海道,0117,北網,01564,大空町
北海道,0118,遠紋,01219,紋別市
北海道,0118,遠紋,01552,佐呂間町
北海道,0118,遠紋,01555,遠軽町
北海道,0118,遠紋,01559,湧別町
北海道,0118,遠紋,01560,滝上町
北海道,0118,遠紋,01561,興部町
北海道,0118,遠紋,01562,西興部村
北海道,0118,遠紋,01563,雄武町
北海道,0119,十勝,01207,帯広市
北海道,0119,十勝,01631,音更町
北海道,0119,十勝,01632,士幌町
北海道,0119,十勝,01633,上士幌町
北海道,0119,十勝,01634,鹿追町
北海道,0119,十勝,01635,新得町
北海道,0119,十勝,01636,清水町
北海道,0119,十勝,01637,芽室町
北海道,0119,十勝,01638,中札内村
北海道,0119,十勝,01639,更別村
北海道,0119,十勝,01641,大樹町
北海道,0119,十勝,01642,広尾町
北海道,0119,十勝,01643,幕別町
北海道,0119,十勝,01644,池田町
北海道,0119,十勝,01645,豊頃町
北海道,0119,十勝,01646,本別町
北海道,0119,十勝,01647,足寄町
北海道,0119,十勝,01648,陸別町
北海道,0119,十勝,01649,浦幌町
北海道,0120,釧路,01206,釧路市
北海道,0120,釧路,01661,釧路町
北海道,0120,釧路,01662,厚岸町
北海道,0120,釧路,01663,浜中町
北海道,0120,釧路,01664,標茶町
北海道,0120,釧路,01665,弟子屈町
北海道,0120,釧路,01667,鶴居村
北海道,0120,釧路,01668,白糠町
北海道,0121,根室,01223,根室市
北海道,0121,根室,01691,別海町
北海道,0121,根室,01692,中標津町
北海道,0121,根室,01693,標津町
北海道,0121,根室,01694,羅臼町
青森県,0201,津軽地域,02202,弘前市
青森県,0201,津軽地域,02204,黒石市
青森県,0201,津軽地域,02210,平川市
青森県,0201,津軽地域,02343,西目屋村
青森県,0201,津軽地域,02361,藤崎町
青森県,0201,津軽地域,02362,大鰐町
青森県,0201,津軽地域,02367,田舎館村
青森県,0201,津軽地域,02381,板柳町
青森県,0202,八戸地域,02203,八戸市
青森県,0202,八戸地域,02412,おいらせ町
青森県,0202,八戸地域,02441,三戸町
青森県,0202,八戸地域,02442,五戸町
青森県,0202,八戸地域,02443,田子町
青森県,0202,八戸地域,02445,南部町
青森県,0202,八戸地域,02446,階上町
青森県,0202,八戸地域,02450,新郷村
青森県,0203,青森地域,02201,青森市
青森県,0203,青森地域,02301,平内町
青森県,0203,青森地域,02303,今別町
青森県,0203,青森地域,02304,蓬田村
青森県,0203,青森地域,02307,外ヶ浜町
青森県,0204,西北五地域,02205,五所川原市
青森県,0204,西北五地域,02209,つがる市
青森県,0204,西北五地域,02321,鰺ヶ沢町
青森県,0204,西北五地域,02323,深浦町
青森県,0204,西北五地域,02384,鶴田町
青森県,0204,西北五地域,02387,中泊町
青森県,0205,上十三地域,02206,十和田市
青森県,0205,上十三地域,02207,三沢市
青森県,0205,上十三地域,02401,野辺地町
青森県,0205,上十三地域,02402,七戸町
青森県,0205,上十三地域,02405,六戸町
青森県,0205,上十三地域,02406,横浜町
青森県,0205,上十三地域,02408,東北町
青森県,0205,上十三地域,02411,六ヶ所村
青森県,0206,下北地域,02208,むつ市
青森県,0206,下北地域,02423,大間町
青森県,0206,下北地域,02424,東通村
青森県,0206,下北地域,02425,風間浦村
青森県,0206,下北地域,02426,佐井村
岩手県,0301,盛岡,03201,盛岡市
岩手県,0301,盛岡,03214,八幡平市
岩手県,0301,盛岡,03301,雫石町
岩手県,0301,盛岡,03302,葛巻町
岩手県,0301,盛岡,03303,岩手町
岩手県,0301,盛岡,03216,滝沢市
岩手県,0301,盛岡,03321,紫波町
岩手県,0301,盛岡,03322,矢巾町
岩手県,0302,岩手中部,03205,花巻市
岩手県,0302,岩手中部,03206,北上市
岩手県,0302,岩手中部,03208,遠野市
岩手県,0302,岩手中部,03366,西和賀町
岩手県,0303,胆江,03215,奥州市
岩手県,0303,胆江,03381,金ケ崎町
岩手県,0304,両磐,03209,一関市
岩手県,0304,両磐,03402,平泉町
岩手県,0305,気仙,03203,大船渡市
岩手県,0305,気仙,03210,陸前高田市
岩手県,0305,気仙,03441,住田町
岩手県,0306,釜石,03211,釜石市
岩手県,0306,釜石,03461,大槌町
岩手県,0307,宮古,03202,宮古市
岩手県,0307,宮古,03482,山田町
岩手県,0307,宮古,03483,岩泉町
岩手県,0307,宮古,03484,田野畑村
岩手県,0308,久慈,03207,久慈市
岩手県,0308,久慈,03485,普代村
岩手県,0308,久慈,03503,野田村
岩手県,0308,久慈,03507,洋野町
岩手県,0309,二戸,03213,二戸市
岩手県,0309,二戸,03501,軽米町
岩手県,0309,二戸,03506,九戸村
岩手県,0309,二戸,03524,一戸町
宮城県,0401,仙南,04206,白石市
宮城県,0401,仙南,04208,角田市
宮城県,0401,仙南,04301,蔵王町
宮城県,0401,仙南,04302,七ケ宿町
宮城県,0401,仙南,04321,大河原町
宮城県,0401,仙南,04322,村田町
宮城県,0401,仙南,04323,柴田町
宮城県,0401,仙南,04324,川崎町
宮城県,0401,仙南,04341,丸森町
宮城県,0403,仙台,04101,青葉区
宮城県,0403,仙台,04102,宮城野区
宮城県,0403,仙台,04103,若林区
宮城県,0403,仙台,04104,太白区
宮城県,0403,仙台,04105,泉区
宮城県,0403,仙台,04203,塩竈市
宮城県,0403,仙台,04207,名取市
宮城県,0403,仙台,04209,多賀城市
宮城県,0403,仙台,04211,岩沼市
宮城県,0403,仙台,04361,亘理町
宮城県,0403,仙台,04362,山元町
宮城県,0403,仙台,04401,松島町
宮城県,0403,仙台,04404,七ケ浜町
宮城県,0403,仙台,04406,利府町
宮城県,0403,仙台,04421,大和町
宮城県,0403,仙台,04422,大郷町
宮城県,0403,仙台,04216,富谷市
宮城県,0403,仙台,04424,大衡村
宮城県,0406,大崎・栗原,04213,栗原市
宮城県,0406,大崎・栗原,04215,大崎市
宮城県,0406,大崎・栗原,04444,色麻町
宮城県,0406,大崎・栗原,04445,加美町
宮城県,0406,大崎・栗原,04501,涌谷町
宮城県,0406,大崎・栗原,04505,美里町
宮城県,0409,石巻・登米・気仙沼,04202,石巻市
宮城県,0409,石巻・登米・気仙沼,04205,気仙沼市
宮城県,0409,石巻・登米・気仙沼,04212,登米市
宮城県,0409,石巻・登米・気仙沼,04214,東松島市
宮城県,0409,石巻・登米・気仙沼,04581,女川町
宮城県,0409,石巻・登米・気仙沼,04606,南三陸町
秋田県,0501,大館・鹿角,05204,大館市
秋田県,0501,大館・鹿角,05209,鹿角市
秋田県,0501,大館・鹿角,05303,小坂町
秋田県,0502,北秋田,05213,北秋田市
秋田県,0502,北秋田,05327,上小阿仁村
秋田県,0503,能代・山本,05202,能代市
秋田県,0503,能代・山本,05346,藤里町
秋田県,0503,能代・山本,05348,三種町
秋田県,0503,能代・山本,05349,八峰町
秋田県,0504,秋田周辺,05201,秋田市
秋田県,0504,秋田周辺,05206,男鹿市
秋田県,0504,秋田周辺,05211,潟上市
秋田県,0504,秋田周辺,05361,五城目町
秋田県,0504,秋田周辺,05363,八郎潟町
秋田県,0504,秋田周辺,05366,井川町
秋田県,0504,秋田周辺,05368,大潟村
秋田県,0505,由利本荘・にかほ,05210,由利本荘市
秋田県,0505,由利本荘・にかほ,05214,にかほ市
秋田県,0506,大仙・仙北,05212,大仙市
秋田県,0506,大仙・仙北,05215,仙北市
秋田県,0506,大仙・仙北,05434,美郷町
秋田県,0507,横手,05203,横手市
秋田県,0508,湯沢・雄勝,05207,湯沢市
秋田県,0508,湯沢・雄勝,05463,羽後町
秋田県,0508,湯沢・雄勝,05464,東成瀬村
山形県,0601,村山,06201,山形市
山形県,0601,村山,06206,寒河江市
山形県,0601,村山,06207,上山市
山形県,0601,村山,06208,村山市
山形県,0601,村山,06210,天童市
山形県,0601,村山,06211,東根市
山形県,0601,村山,06212,尾花沢市
山形県,0601,村山,06301,山辺町
山形県,0601,村山,06302,中山町
山形県,0601,村山,06321,河北町
山形県,0601,村山,06322,西川町
山形県,0601,村山,06323,朝日町
山形県,0601,村山,06324,大江町
山形県,0601,村山,06341,大石田町
山形県,0602,最上,06205,新庄市
山形県,0602,最上,06361,金山町
山形県,0602,最上,06362,最上町
山形県,0602,最上,06363,舟形町
山形県,0602,最上,06364,真室川町
山形県,0602,最上,06365,大蔵村
山形県,0602,最上,06366,鮭川村
山形県,0602,最上,06367,戸沢村
山形県,0603,置賜,06202,米沢市
山形県,0603,置賜,06209,長井市
山形県,0603,置賜,06213,南陽市
山形県,0603,置賜,06381,高畠町
山形県,0603,置賜,06382,川西町
山形県,0603,置賜,06401,小国町
山形県,0603,置賜,06402,白鷹町
山形県,0603,置賜,06403,飯豊町
山形県,0604,庄内,06203,鶴岡市
山形県,0604,庄内,06204,酒田市
山形県,0604,庄内,06426,三川町
山形県,0604,庄内,06428,庄内町
山形県,0604,庄内,06461,遊佐町
福島県,0701,県北,07201,福島市
福島県,0701,県北,07210,二本松市
福島県,0701,県北,07213,伊達市
福島県,0701,県北,07214,本宮市
福島県,0701,県北,07301,桑折町
福島県,0701,県北,07303,国見町
福島県,0701,県北,07308,川俣町
福島県,0701,県北,07322,大玉村
福島県,0702,県中,07203,郡山市
福島県,0702,県中,07207,須賀川市
福島県,0702,県中,07211,田村市
福島県,0702,県中,07342,鏡石町
福島県,0702,県中,07344,天栄村
福島県,0702,県中,07501,石川町
福島県,0702,県中,07502,玉川村
福島県,0702,県中,07503,平田村
福島県,0702,県中,07504,浅川町
福島県,0702,県中,07505,古殿町
福島県,0702,県中,07521,三春町
福島県,0702,県中,07522,小野町
福島県,0703,県南,07205,白河市
福島県,0703,県南,07461,西郷村
福島県,0703,県南,07464,泉崎村
福島県,0703,県南,07465,中島村
福島県,0703,県南,07466,矢吹町
福島県,0703,県南,07481,棚倉町
福島県,0703,県南,07482,矢祭町
福島県,0703,県南,07483,塙町
福島県,0703,県南,07484,鮫川村
福島県,0706,相双,07209,相馬市
福島県,0706,相双,07212,南相馬市
福島県,0706,相双,07541,広野町
福島県,0706,相双,07542,楢葉町
福島県,0706,相双,07543,富岡町
福島県,0706,相双,07544,川内村
福島県,0706,相双,07545,大熊町
福島県,0706,相双,07546,双葉町
福島県,0706,相双,07547,浪江町
福島県,0706,相双,07548,葛尾村
福島県,0706,相双,07561,新地町
福島県,0706,相双,07564,飯舘村
福島県,0707,いわき,07204,いわき市
福島県,0708,会津・南会津,07202,会津若松市
福島県,0708,会津・南会津,07208,喜多方市
福島県,0708,会津・南会津,07402,北塩原村
福島県,0708,会津・南会津,07405,西会津町
福島県,0708,会津・南会津,07407,磐梯町
福島県,0708,会津・南会津,07408,猪苗代町
福島県,0708,会津・南会津,07421,会津坂下町
福島県,0708,会津・南会津,07422,湯川村
福島県,0708,会津・南会津,07423,柳津町
福島県,0708,会津・南会津,07444,三島町
福島県,0708,会津・南会津,07445,金山町
福島県,0708,会津・南会津,07446,昭和村
福島県,0708,会津・南会津,07447,会津美里町
福島県,0708,会津・南会津,07362,下郷町
福島県,0708,会津・南会津,07364,檜枝岐村
福島県,0708,会津・南会津,07367,只見町
福島県,0708,会津・南会津,07368,南会津町
茨城県,0801,水戸,08201,水戸市
茨城県,0801,水戸,08216,笠間市
茨城県,0801,水戸,08236,小美玉市
茨城県,0801,水戸,08302,茨城町
茨城県,0801,水戸,08309,大洗町
茨城県,0801,水戸,08310,城里町
茨城県,0802,日立,08202,日立市
茨城県,0802,日立,08214,高萩市
茨城県,0802,日立,08215,北茨城市
茨城県,0803,常陸太田・ひたちなか,08212,常陸太田市
茨城県,0803,常陸太田・ひたちなか,08221,ひたちなか市
茨城県,0803,常陸太田・ひたちなか,08225,常陸大宮市
茨城県,0803,常陸太田・ひたちなか,08226,那珂市
茨城県,0803,常陸太田・ひたちなか,08341,東海村
茨城県,0803,常陸太田・ひたちなか,08364,大子町
茨城県,0804,鹿行,08222,鹿嶋市
茨城県,0804,鹿行,08223,潮来市
茨城県,0804,鹿行,08232,神栖市
茨城県,0804,鹿行,08233,行方市
茨城県,0804,鹿行,08234,鉾田市
茨城県,0805,土浦,08203,土浦市
茨城県,0805,土浦,08205,石岡市
茨城県,0805,土浦,08230,かすみがうら市
茨城県,0806,つくば,08211,常総市
茨城県,0806,つくば,08220,つくば市
茨城県,0806,つくば,08235,つくばみらい市
茨城県,0807,取手・竜ヶ崎,08208,龍ケ崎市
茨城県,0807,取手・竜ヶ崎,08217,取手市
茨城県,0807,取手・竜ヶ崎,08219,牛久市
茨城県,0807,取手・竜ヶ崎,08224,守谷市
茨城県,0807,取手・竜ヶ崎,08229,稲敷市
茨城県,0807,取手・竜ヶ崎,08442,美浦村
茨城県,0807,取手・竜ヶ崎,08443,阿見町
茨城県,0807,取手・竜ヶ崎,08447,河内町
茨城県,0807,取手・竜ヶ崎,08564,利根町
茨城県,0808,筑西・下妻,08207,結城市
茨城県,0808,筑西・下妻,08210,下妻市
茨城県,0808,筑西・下妻,08227,筑西市
茨城県,0808,筑西・下妻,08231,桜川市
茨城県,0808,筑西・下妻,08521,八千代町
茨城県,0809,古河・坂東,08204,古河市
茨城県,0809,古河・坂東,08228,坂東市
茨城県,0809,古河・坂東,08542,五霞町
茨城県,0809,古河・坂東,08546,境町
栃木県,0901,県北,09210,大田原市
栃木県,0901,県北,09211,矢板市
栃木県,0901,県北,09213,那須塩原市
栃木県,0901,県北,09214,さくら市
栃木県,0901,県北,09215,那須烏山市
栃木県,0901,県北,09384,塩谷町
栃木県,0901,県北,09386,高根沢町
栃木県,0901,県北,09407,那須町
栃木県,0901,県北,09411,那珂川町
栃木県,0902,県西,09205,鹿沼市
栃木県,0902,県西,09206,日光市
栃木県,0903,宇都宮,09201,宇都宮市
栃木県,0904,県東,09209,真岡市
栃木県,0904,県東,09342,益子町
栃木県,0904,県東,09343,茂木町
栃木県,0904,県東,09344,市貝町
栃木県,0904,県東,09345,芳賀町
栃木県,0905,県南,09203,栃木市
栃木県,0905,県南,09208,小山市
栃木県,0905,県南,09216,下野市
栃木県,0905,県南,09301,上三川町
栃木県,0905,県南,09361,壬生町
栃木県,0905,県南,09364,野木町
栃木県,0906,両毛,09202,足利市
栃木県,0906,両毛,09204,佐野市
群馬県,1001,前橋,10201,前橋市
群馬県,1002,渋川,10208,渋川市
群馬県,1002,渋川,10344,榛東村
群馬県,1002,渋川,10345,吉岡町
群馬県,1003,伊勢崎,10204,伊勢崎市
群馬県,1003,伊勢崎,10464,玉村町
群馬県,1004,高崎・安中,10202,高崎市
群馬県,1004,高崎・安中,10211,安中市
群馬県,1005,藤岡,10209,藤岡市
群馬県,1005,藤岡,10366,上野村
群馬県,1005,藤岡,10367,神流町
群馬県,1006,富岡,10210,富岡市
群馬県,1006,富岡,10382,下仁田町
群馬県,1006,富岡,10383,南牧村
群馬県,1006,富岡,10384,甘楽町
群馬県,1007,吾妻,10421,中之条町
群馬県,1007,吾妻,10424,長野原町
群馬県,1007,吾妻,10425,嬬恋村
群馬県,1007,吾妻,10426,草津町
群馬県,1007,吾妻,10428,高山村
群馬県,1007,吾妻,10429,東吾妻町
群馬県,1008,沼田,10206,沼田市
群馬県,1008,沼田,10443,片品村
群馬県,1008,沼田,10444,川場村
群馬県,1008,沼田,10448,昭和村
群馬県,1008,沼田,10449,みなかみ町
群馬県,1009,桐生,10203,桐生市
群馬県,1009,桐生,10212,みどり市
群馬県,1010,太田・館林,10205,太田市
群馬県,1010,太田・館林,10207,館林市
群馬県,1010,太田・館林,10521,板倉町
群馬県,1010,太田・館林,10522,明和町
群馬県,1010,太田・館林,10523,千代田町
群馬県,1010,太田・館林,10524,大泉町
群馬県,1010,太田・館林,10525,邑楽町
埼玉県,1101,南部,11203,川口市
埼玉県,1101,南部,11223,蕨市
埼玉県,1101,南部,11224,戸田市
埼玉県,1102,南西部,11227,朝霞市
埼玉県,1102,南西部,11228,志木市
埼玉県,1102,南西部,11229,和光市
埼玉県,1102,南西部,11230,新座市
埼玉県,1102,南西部,11235,富士見市
埼玉県,1102,南西部,11245,ふじみ野市
埼玉県,1102,南西部,11324,三芳町
埼玉県,1103,東部,11214,春日部市
埼玉県,1103,東部,11221,草加市
埼玉県,1103,東部,11222,越谷市
埼玉県,1103,東部,11234,八潮市
埼玉県,1103,東部,11237,三郷市
埼玉県,1103,東部,11243,吉川市
埼玉県,1103,東部,11465,松伏町
埼玉県,1104,さいたま,11101,西区
埼玉県,1104,さいたま,11102,北区
埼玉県,1104,さいたま,11103,大宮区
埼玉県,1104,さいたま,11104,見沼区
埼玉県,1104,さいたま,11105,中央区
埼玉県,1104,さいたま,11106,桜区
埼玉県,1104,さいたま,11107,浦和区
埼玉県,1104,さいたま,11108,南区
埼玉県,1104,さいたま,11109,緑区
埼玉県,1104,さいたま,11110,岩槻区
埼玉県,1105,県央,11217,鴻巣市
埼玉県,1105,県央,11219,上尾市
埼玉県,1105,県央,11231,桶川市
埼玉県,1105,県央,11233,北本市
埼玉県,1105,県央,11301,伊奈町
埼玉県,1106,川越比企,11201,川越市
埼玉県,1106,川越比企,11212,東松山市
埼玉県,1106,川越比企,11239,坂戸市
埼玉県,1106,川越比企,11241,鶴ヶ島市
埼玉県,1106,川越比企,11326,毛呂山町
埼玉県,1106,川越比企,11327,越生町
埼玉県,1106,川越比企,11341,滑川町
埼玉県,1106,川越比企,11342,嵐山町
埼玉県,1106,川越比企,11343,小川町
埼玉県,1106,川越比企,11346,川島町
埼玉県,1106,川越比企,11347,吉見町
埼玉県,1106,川越比企,11348,鳩山町
埼玉県,1106,川越比企,11349,ときがわ町
埼玉県,1106,川越比企,11369,東秩父村
埼玉県,1107,西部,11208,所沢市
埼玉県,1107,西部,11209,飯能市
埼玉県,1107,西部,11215,狭山市
埼玉県,1107,西部,11225,入間市
埼玉県,1107,西部,11242,日高市
埼玉県,1108,利根,11206,行田市
埼玉県,1108,利根,11210,加須市
埼玉県,1108,利根,11216,羽生市
埼玉県,1108,利根,11232,久喜市
埼玉県,1108,利根,11238,蓮田市
埼玉県,1108,利根,11240,幸手市
埼玉県,1108,利根,11442,宮代町
埼玉県,1108,利根,11246,白岡市
埼玉県,1108,利根,11464,杉戸町
埼玉県,1109,北部,11202,熊谷市
埼玉県,1109,北部,11211,本庄市
埼玉県,1109,北部,11218,深谷市
埼玉県,1109,北部,11381,美里町
埼玉県,1109,北部,11383,神川町
埼玉県,1109,北部,11385,上里町
埼玉県,1109,北部,11408,寄居町
埼玉県,1110,秩父,11207,秩父市
埼玉県,1110,秩父,11361,横瀬町
埼玉県,1110,秩父,11362,皆野町
埼玉県,1110,秩父,11363,長瀞町
埼玉県,1110,秩父,11365,小鹿野町
千葉県,1201,千葉,12101,中央区
千葉県,1201,千葉,12102,花見川区
千葉県,1201,千葉,12103,稲毛区
千葉県,1201,千葉,12104,若葉区
千葉県,1201,千葉,12105,緑区
千葉県,1201,千葉,12106,美浜区
千葉県,1202,東葛南部,12203,市川市
千葉県,1202,東葛南部,12204,船橋市
千葉県,1202,東葛南部,12216,習志野市
千葉県,1202,東葛南部,12221,八千代市
千葉県,1202,東葛南部,12224,鎌ケ谷市
千葉県,1202,東葛南部,12227,浦安市
千葉県,1203,東葛北部,12207,松戸市
千葉県,1203,東葛北部,12208,野田市
千葉県,1203,東葛北部,12217,柏市
千葉県,1203,東葛北部,12220,流山市
千葉県,1203,東葛北部,12222,我孫子市
千葉県,1204,印旛,12211,成田市
千葉県,1204,印旛,12212,佐倉市
千葉県,1204,印旛,12228,四街道市
千葉県,1204,印旛,12230,八街市
千葉県,1204,印旛,12231,印西市
千葉県,1204,印旛,12232,白井市
千葉県,1204,印旛,12233,富里市
千葉県,1204,印旛,12322,酒々井町
千葉県,1204,印旛,12329,栄町
千葉県,1205,香取海匝,12202,銚子市
千葉県,1205,香取海匝,12215,旭市
千葉県,1205,香取海匝,12235,匝瑳市
千葉県,1205,香取海匝,12236,香取市
千葉県,1205,香取海匝,12342,神崎町
千葉県,1205,香取海匝,12347,多古町
千葉県,1205,香取海匝,12349,東庄町
千葉県,1206,山武長生夷隅,12210,茂原市
千葉県,1206,山武長生夷隅,12213,東金市
千葉県,1206,山武長生夷隅,12218,勝浦市
千葉県,1206,山武長生夷隅,12237,山武市
千葉県,1206,山武長生夷隅,12238,いすみ市
千葉県,1206,山武長生夷隅,12239,大網白里市
千葉県,1206,山武長生夷隅,12403,九十九里町
千葉県,1206,山武長生夷隅,12409,芝山町
千葉県,1206,山武長生夷隅,12410,横芝光町
千葉県,1206,山武長生夷隅,12421,一宮町
千葉県,1206,山武長生夷隅,12422,睦沢町
千葉県,1206,山武長生夷隅,12423,長生村
千葉県,1206,山武長生夷隅,12424,白子町
千葉県,1206,山武長生夷隅,12426,長柄町
千葉県,1206,山武長生夷隅,12427,長南町
千葉県,1206,山武長生夷隅,12441,大多喜町
千葉県,1206,山武長生夷隅,12443,御宿町
千葉県,1207,安房,12205,館山市
千葉県,1207,安房,12223,鴨川市
千葉県,1207,安房,12234,南房総市
千葉県,1207,安房,12463,鋸南町
千葉県,1208,君津,12206,木更津市
千葉県,1208,君津,12225,君津市
千葉県,1208,君津,12226,富津市
千葉県,1208,君津,12229,袖ケ浦市
千葉県,1209,市原,12219,市原市
東京都,1301,区中央部,13101,千代田区
東京都,1301,区中央部,13102,中央区
東京都,1301,区中央部,13103,港区
東京都,1301,区中央部,13105,文京区
東京都,1301,区中央部,13106,台東区
東京都,1302,区南部,13109,品川区
東京都,1302,区南部,13111,大田区
東京都,1303,区西南部,13110,目黒区
東京都,1303,区西南部,13112,世田谷区
東京都,1303,区西南部,13113,渋谷区
東京都,1304,区西部,13104,新宿区
東京都,1304,区西部,13114,中野区
東京都,1304,区西部,13115,杉並区
東京都,1305,区西北部,13116,豊島区
東京都,1305,区西北部,13117,北区
東京都,1305,区西北部,13119,板橋区
東京都,1305,区西北部,13120,練馬区
東京都,1306,区東北部,13118,荒川区
東京都,1306,区東北部,13121,足立区
東京都,1306,区東北部,13122,葛飾区
東京都,1307,区東部,13107,墨田区
東京都,1307,区東部,13108,江東区
東京都,1307,区東部,13123,江戸川区
東京都,1308,西多摩,13205,青梅市
東京都,1308,西多摩,13218,福生市
